product_id,product_name,category,price
176,Rose,Clothing,307.3
177,Éternel,Electronics,68.99
178,Contre,Clothing,265.36
179,Comme,Sports,397.75
180,Disparaître,Clothing,184.65
181,Naître,Sports,457.7
182,Parvenir,Sports,422.65
183,Nu,Clothing,230.82
184,Empêcher,Clothing,265.34
185,Pénétrer,Electronics,358.13
186,Supposer,Clothing,91.24
187,Porte,Electronics,324.35
188,Aider,Clothing,213.95
189,Rare,Clothing,354.11
190,Soi,Sports,15.59
191,Considérer,Home,201.94
192,Pourquoi,Home,244.65
193,Leur,Home,449.93
194,Promener,Sports,34.45
195,Eaux,Home,243.3
196,Fait,Sports,499.26
197,Livre,Sports,491.92
198,Attendre,Home,432.17
199,Centre,Sports,472.48
200,Fin,Books,218.07
201,Conversation,Home,136.37
202,Partager,Clothing,248.11
203,Briser,Home,52.42
204,Angoisse,Clothing,285.5
205,Nous,Clothing,268.26
206,Autrement,Home,462.18
207,Pour,Home,499.65
208,Prendre,Clothing,321.99
209,Mener,Electronics,163.97
210,Mien,Clothing,345.52
211,Ordre,Electronics,391.31
212,Accuser,Books,187.33
213,Société,Electronics,160.58
214,Foule,Books,129.34
215,Fier,Clothing,349.06
216,Plante,Books,297.63
217,Paysage,Books,405.72
218,Sans,Electronics,359.78
219,Ciel,Sports,386.58
220,Tu,Books,280.72
221,Éprouver,Home,148.91
222,Âge,Books,121.75
223,Exposer,Sports,176.17
224,Trois,Electronics,31.27
225,Choix,Electronics,360.73
226,Pluie,Electronics,495.41
227,Par,Home,434.32
228,Affirmer,Clothing,434.57
229,Causer,Electronics,271.63
230,Cinq,Clothing,356.4
231,Résistance,Clothing,403.1
232,Papier,Clothing,415.29
233,Table,Electronics,104.09
234,Rejeter,Home,263.29
235,Assurer,Clothing,199.17
236,Événement,Electronics,222.46
237,Marcher,Books,121.06
238,Toit,Clothing,166.75
239,Ci,Sports,449.41
240,Affaire,Electronics,188.16
241,Joindre,Sports,383.75
242,Perte,Electronics,168.85
243,Anglais,Sports,16.97
244,Marché,Sports,193.41
245,Face,Clothing,99.74
246,Général,Books,123.13
247,Semaine,Electronics,403.43
248,Droit,Books,225.24
249,Plus,Home,49.41
250,Installer,Electronics,149.63
251,Glace,Sports,490.31
252,Vieux,Electronics,249.22
253,Place,Books,399.12
254,Haut,Sports,339.2
255,Intelligence,Home,83.5
256,Satisfaire,Books,466.66
257,Trace,Clothing,41.7
258,Étendre,Sports,285.98
259,Public,Home,165.14
260,Rouge,Books,468.2
261,Accomplir,Electronics,76.55
262,Coeur,Sports,493.88
263,Rester,Electronics,456.04
264,Rouge,Clothing,210.65
265,Ennemi,Clothing,61.76
266,Dix,Sports,284.56
267,Avoir,Books,164.99
268,Journal,Sports,327.66
269,Mode,Sports,409.05
270,Silencieux,Sports,187.24
271,Triste,Clothing,176.4
272,Posséder,Clothing,447.26
273,Large,Electronics,304.37
274,Changer,Home,431.0
275,Intelligence,Sports,494.44
276,Ailleurs,Electronics,377.12
277,Garder,Home,321.01
278,Un,Sports,390.78
279,Distance,Clothing,344.4
280,Verser,Home,385.88
281,Prononcer,Home,183.65
282,En,Sports,314.62
283,Risquer,Electronics,210.12
284,Pousser,Home,411.48
285,Avance,Clothing,275.03
286,Huit,Home,258.02
287,Justice,Electronics,66.7
288,Importer,Home,150.85
289,Situation,Electronics,436.72
290,Calme,Electronics,143.39
291,Échapper,Electronics,253.7
292,Gris,Home,435.45
293,On,Electronics,141.28
294,Suite,Sports,198.86
295,Exprimer,Home,492.02
296,Toi,Sports,41.04
297,Baisser,Home,433.95
298,Véritable,Sports,463.87
299,Révéler,Home,294.86
300,Promettre,Electronics,49.91
301,Comment,Electronics,338.3
302,Mois,Home,177.73
303,Sang,Electronics,14.3
304,Public,Home,267.91
305,Rare,Clothing,308.62
306,Journée,Clothing,221.04
307,Suffire,Sports,80.73
308,Discuter,Home,177.28
309,Remplacer,Books,376.96
310,Clair,Books,480.1
311,Gloire,Electronics,122.86
312,Partie,Clothing,358.26
313,Combien,Books,440.18
314,Village,Sports,118.78
315,Accent,Home,108.76
316,Officier,Home,321.12
317,Ni,Sports,390.05
318,Ciel,Electronics,483.74
319,Devant,Books,361.17
320,Maintenant,Books,194.21
321,Briller,Electronics,278.84
322,Scène,Clothing,163.17
323,Dessiner,Sports,55.15
324,Sous,Clothing,90.38
325,Couvrir,Sports,372.57
326,Soit,Home,271.8
327,Produire,Sports,147.24
328,Condition,Books,50.96
329,Traîner,Clothing,488.0
330,Poche,Clothing,444.01
331,Amener,Home,263.01
332,Nommer,Books,89.24
333,Confiance,Sports,143.17
334,Donner,Sports,193.99
335,Six,Home,69.33
336,Rêve,Home,252.87
337,Côté,Home,54.6
338,Instant,Clothing,27.41
339,Trou,Clothing,90.55
340,Résoudre,Electronics,378.48
341,Boire,Electronics,233.88
342,Effort,Clothing,188.16
343,Vêtement,Electronics,63.38
344,Commander,Clothing,381.55
345,Cinq,Books,491.85
346,Saisir,Electronics,406.11
347,Debout,Home,77.76
348,Maison,Books,119.38
349,Mois,Home,288.73
350,Apparaître,Home,209.24
351,Assister,Sports,240.92
352,Papa,Books,284.5
353,Bord,Sports,86.11
354,Leur,Electronics,439.65
355,Briser,Books,325.38
356,Réponse,Electronics,38.59
357,Vieux,Clothing,348.37
358,Tracer,Books,197.49
359,Retirer,Clothing,314.63
360,Entretenir,Electronics,98.78
361,Falloir,Electronics,18.49
362,Dur,Home,74.41
363,Partie,Home,281.96
364,Préférer,Electronics,436.06
365,Accent,Sports,392.8
366,Terminer,Sports,432.86
367,Personne,Electronics,227.31
368,Bureau,Sports,109.91
369,Trembler,Clothing,147.93
370,Secret,Clothing,411.2
371,Propos,Electronics,232.87
372,Et,Electronics,209.97
373,Obéir,Sports,147.49
374,Guère,Clothing,479.84
375,Village,Sports,133.66
376,Plaine,Clothing,9.34
377,Rocher,Home,469.06
378,D'autres,Home,387.76
379,Dehors,Clothing,427.18
380,Décider,Books,171.61
381,Circonstance,Clothing,485.31
382,Jaune,Electronics,206.7
383,Bout,Electronics,168.36
384,Chasse,Sports,324.0
385,En,Books,323.43
386,Surtout,Electronics,331.36
387,Garde,Clothing,324.04
388,Tracer,Clothing,359.47
389,Auprès,Electronics,134.8
390,Surtout,Electronics,378.71
391,Entrée,Books,133.69
392,Gloire,Books,343.55
393,Partir,Electronics,391.5
394,Établir,Electronics,85.43
395,Vif,Clothing,248.55
396,Montrer,Home,11.81
397,Chant,Electronics,173.59
398,Été,Clothing,183.07
399,Front,Electronics,352.07
400,Cours,Sports,270.43
401,Accuser,Clothing,499.27
402,Fils,Books,271.8
403,Inspirer,Electronics,463.48
404,Permettre,Sports,102.78
405,Froid,Home,467.73
406,Vide,Clothing,322.9
407,Chance,Clothing,343.26
408,Monde,Electronics,486.02
409,Soutenir,Books,345.28
410,Muet,Home,462.27
411,Consulter,Electronics,6.19
412,Inviter,Books,498.13
413,Abandonner,Sports,435.71
414,Sûr,Electronics,425.41
415,Croix,Clothing,214.44
416,Voilà,Sports,259.0
417,Lentement,Clothing,348.25
418,Chant,Sports,196.1
419,Vêtement,Clothing,185.73
420,Travailler,Electronics,323.55
421,Genou,Electronics,86.57
422,Chambre,Electronics,224.29
423,En,Electronics,416.78
424,Certes,Books,143.92
425,Demeurer,Electronics,291.37
426,Colline,Electronics,485.29
427,Sentir,Clothing,316.99
428,Prévoir,Home,306.68
429,Regard,Electronics,416.37
430,Tout,Sports,188.03
431,Tête,Books,174.57
432,Rêver,Home,215.6
433,Couche,Clothing,372.43
434,Endormir,Sports,286.45
435,Roche,Home,90.61
436,Avant,Books,278.59
437,Alors,Sports,214.56
438,Un,Sports,62.92
439,Remarquer,Clothing,227.48
440,Donc,Books,242.41
441,Le,Home,99.12
442,Rideau,Clothing,268.72
443,Réclamer,Books,193.22
444,Cas,Clothing,223.82
445,Immense,Books,53.52
446,Chaleur,Electronics,359.46
447,Parfaitement,Sports,104.79
448,Sueur,Sports,458.13
449,Voie,Books,442.94
450,Hésiter,Sports,306.68
451,Tendre,Clothing,208.73
452,Fonder,Electronics,394.83
453,François,Electronics,334.14
454,Avant,Home,206.0
455,Avance,Electronics,104.14
456,Assister,Electronics,320.0
457,Loin,Sports,296.75
458,Écraser,Electronics,270.4
459,Système,Home,214.63
460,Escalier,Sports,82.14
461,Lisser,Clothing,283.26
462,Distinguer,Home,312.45
463,Vite,Home,35.4
464,Désigner,Electronics,36.14
465,Manger,Books,53.1
466,Frais,Clothing,296.29
467,Fidèle,Sports,297.53
468,Impossible,Books,84.23
469,Vieux,Books,313.76
470,Rapporter,Clothing,196.23
471,Apercevoir,Electronics,481.2
472,Près,Sports,281.51
473,Suite,Sports,16.01
474,Science,Electronics,462.89
475,Contenter,Books,454.49
476,Réserver,Electronics,152.63
477,Suivre,Sports,425.98
478,Habitude,Clothing,178.39
479,Remarquer,Clothing,146.75
480,Essuyer,Electronics,319.8
481,Quinze,Books,300.58
482,Ni,Sports,142.67
483,Revenir,Home,48.07
484,Mettre,Home,224.15
485,Soldat,Clothing,331.84
486,Ensemble,Clothing,385.57
487,Résister,Clothing,410.92
488,Ici,Sports,54.67
489,Ajouter,Home,185.14
490,Beau,Electronics,144.97
491,Nature,Home,68.16
492,Effort,Sports,230.52
493,Odeur,Books,39.97
494,Nerveux,Sports,67.68
495,Certes,Home,200.12
496,Puissant,Electronics,260.87
497,Voler,Sports,336.63
498,Beauté,Clothing,447.43
499,Petit,Clothing,9.19
500,Tout,Sports,186.75
501,Fer,Clothing,49.94
502,Ça,Clothing,162.27
503,Même,Sports,141.82
504,Étranger,Sports,21.07
505,Calme,Sports,387.45
506,Perte,Sports,298.06
507,Anglais,Home,315.68
508,Juste,Books,438.09
509,Étranger,Clothing,60.42
510,Souffrance,Books,203.9
511,Tantôt,Electronics,168.41
512,Avant,Books,13.1
513,Pendre,Sports,247.87
514,Entre,Home,292.6
515,Souffrance,Electronics,130.89
516,Train,Books,129.08
517,Vivant,Electronics,455.83
518,Achever,Clothing,370.55
519,Absolu,Sports,107.47
520,Social,Electronics,40.86
521,Servir,Clothing,325.07
522,Train,Electronics,392.35
523,Père,Sports,244.92
524,Habitude,Books,150.84
525,Source,Clothing,422.03
526,Creuser,Electronics,54.15
527,Journée,Electronics,173.54
528,Soi,Sports,338.83
529,Préparer,Books,199.47
530,Toute,Clothing,461.31
531,Garder,Books,142.06
532,Nous,Home,229.29
533,Forêt,Electronics,15.05
534,Jeter,Sports,169.87
535,Anglais,Books,243.2
536,Remonter,Home,496.23
537,Vie,Clothing,183.6
538,Peu,Home,439.24
539,Ombre,Home,220.52
540,Roi,Clothing,346.14
541,Témoin,Home,53.88
542,Tu,Clothing,468.39
543,Prétendre,Clothing,49.78
544,Oh,Electronics,417.53
545,Fidèle,Clothing,212.38
546,Afin de,Home,135.5
547,Rideau,Books,77.54
548,Détruire,Home,25.67
549,Empire,Electronics,196.27
550,Humain,Clothing,323.9
551,Offrir,Electronics,397.88
552,Fois,Home,350.89
553,Jeu,Books,217.12
554,Prêt,Sports,390.95
555,Défendre,Sports,404.08
556,Parcourir,Clothing,200.41
557,Terme,Books,134.48
558,Marché,Electronics,380.63
559,Forcer,Electronics,498.38
560,Vouloir,Books,358.56
561,Loi,Sports,76.36
562,Avouer,Clothing,366.81
563,Camarade,Home,8.33
564,Naturel,Electronics,466.51
565,Remarquer,Clothing,141.52
566,Saison,Books,257.79
567,Soleil,Electronics,270.99
568,Connaissance,Books,178.93
569,Partout,Electronics,312.96
570,Arracher,Sports,418.81
571,Coin,Clothing,304.21
572,Armer,Books,86.29
573,Rose,Books,288.25
574,Faim,Electronics,54.14
575,Très,Books,73.56
576,Demande,Home,278.92
577,Repousser,Electronics,77.75
578,Contre,Home,67.58
579,Différent,Sports,421.08
580,Instinct,Sports,323.52
581,Mal,Clothing,16.13
582,Faire,Clothing,167.62
583,Rompre,Electronics,32.49
584,Espace,Books,319.91
585,User,Sports,449.53
586,Profond,Home,213.12
587,Dire,Sports,108.37
588,Oser,Electronics,264.06
589,Inventer,Home,14.49
590,Nul,Sports,234.1
591,Poète,Clothing,365.49
592,Profondément,Books,281.31
593,Blond,Books,177.92
594,Religion,Books,128.5
595,Plante,Sports,205.62
596,Doute,Electronics,302.56
597,Beau,Clothing,492.15
598,Construire,Books,41.65
599,Salle,Clothing,116.51
600,Précieux,Sports,188.51
601,Lors,Home,322.18
602,Cent,Electronics,420.21
603,D'abord,Home,264.24
604,Nul,Clothing,260.98
605,Anglais,Clothing,319.15
606,Deviner,Sports,105.9
607,Projet,Electronics,351.05
608,Fer,Clothing,499.52
609,Durer,Books,482.04
610,Accord,Electronics,257.3
611,Longtemps,Home,186.86
612,Espèce,Books,110.35
613,Vouloir,Sports,88.66
614,Gagner,Clothing,57.34
615,Départ,Electronics,8.31
616,Réponse,Sports,295.63
617,Aile,Electronics,354.68
618,Projet,Clothing,419.35
619,Puissant,Electronics,271.91
620,Ailleurs,Sports,295.97
621,Envelopper,Sports,390.69
622,Souffrir,Books,200.77
623,Me,Books,78.33
624,D'abord,Books,64.83
625,Calmer,Electronics,378.72
626,Marchand,Clothing,85.53
627,Glisser,Books,111.73
628,Moyen,Electronics,393.68
629,Goût,Home,351.45
630,Exister,Electronics,369.28
631,Colon,Home,122.91
632,Visible,Books,118.45
633,Jour,Electronics,177.81
634,Monsieur,Clothing,247.63
635,Lueur,Home,394.34
636,Entraîner,Sports,170.1
637,Lui,Sports,180.05
638,Prévoir,Sports,259.38
639,Partir,Home,68.71
640,Près,Electronics,442.61
641,Posséder,Books,136.02
642,Lever,Home,248.59
643,Tôt,Sports,16.12
644,User,Clothing,150.55
645,Tête,Home,28.53
646,Du,Sports,156.64
647,Patron,Sports,346.63
648,Aussitôt,Electronics,440.48
649,Rose,Books,243.13
650,Non,Home,334.13
651,Enfance,Books,47.59
652,Oser,Sports,315.08
653,Nourrir,Home,96.25
654,Sou,Sports,156.48
655,Lorsque,Electronics,7.44
656,Fatigue,Sports,221.52
657,Sens,Clothing,18.88
658,Gloire,Sports,489.38
659,Casser,Books,80.24
660,Doux,Books,239.18
661,Sembler,Home,456.11
662,Noir,Clothing,97.16
663,Seulement,Home,73.53
664,Impossible,Home,398.23
665,Pas,Sports,489.3
666,Inviter,Home,233.02
667,Lieu,Clothing,203.6
668,Longtemps,Books,258.44
669,Nécessaire,Home,460.46
670,Histoire,Sports,60.42
671,Écrire,Sports,263.66
672,Combien,Electronics,259.71
673,Poids,Sports,45.64
674,Moins,Electronics,50.54
675,Avance,Electronics,246.45
676,Conduire,Books,298.91
677,Croiser,Clothing,283.67
678,Poids,Sports,168.98
679,Verser,Electronics,55.22
680,Expérience,Home,482.8
681,Terrain,Sports,231.09
682,Fer,Electronics,117.96
683,Causer,Home,442.07
684,Ce,Books,296.55
685,Produire,Clothing,482.4
686,Conversation,Sports,43.31
687,Produire,Clothing,314.04
688,Figurer,Home,239.08
689,Sec,Home,169.81
690,Marche,Clothing,76.74
691,Aide,Books,244.23
692,Recherche,Clothing,399.42
693,Commun,Books,42.36
694,Herbe,Clothing,389.19
695,Oreille,Home,339.0
696,Salle,Home,24.21
697,Drôle,Home,421.34
698,Voler,Home,176.67
699,Été,Clothing,366.08
700,Colline,Sports,86.55
701,Règle,Electronics,121.71
702,Force,Books,385.35
703,Moins,Clothing,419.19
704,Vers,Books,445.75
705,Fauteuil,Sports,96.71
706,Autour,Sports,478.01
707,Garçon,Home,452.73
708,Également,Home,123.81
709,Intention,Books,262.3
710,Déposer,Sports,181.72
711,Cheveu,Books,225.12
712,Aider,Sports,181.52
713,Qui,Clothing,349.81
714,Saint,Sports,12.66
715,Avis,Clothing,484.37
716,Désormais,Clothing,350.25
717,Connaître,Clothing,347.29
718,Couper,Sports,105.36
719,Spectacle,Books,197.92
720,Nom,Books,458.3
721,Tâche,Clothing,263.11
722,Fille,Sports,261.14
723,Rond,Clothing,487.71
724,Chaud,Books,210.17
725,Place,Books,271.36
726,Parent,Sports,217.58
727,Dire,Home,468.33
728,Étranger,Books,379.86
729,Amour,Home,224.53
730,Lune,Books,315.14
731,Lui,Home,136.66
732,Froid,Sports,372.18
733,Ennemi,Books,406.99
734,Préférer,Electronics,259.0
735,Espoir,Books,375.27
736,Pas,Electronics,127.89
737,Fumée,Clothing,73.17
738,Soutenir,Electronics,176.49
739,Détacher,Electronics,353.46
740,User,Clothing,175.78
741,Âgé,Sports,206.64
742,Retenir,Home,229.49
743,Beau,Clothing,443.19
744,Résister,Books,333.81
745,Écrire,Clothing,78.04
746,Assister,Sports,189.51
747,Enfant,Sports,262.49
748,Amuser,Home,118.83
749,Race,Books,247.75
750,Tendre,Clothing,337.31
751,Notre,Electronics,430.53
752,Fumer,Clothing,377.83
753,Quarante,Home,95.05
754,Hasard,Sports,88.95
755,Second,Sports,251.1
756,Réflexion,Home,64.91
757,Recherche,Sports,410.87
758,Observer,Sports,219.26
759,Réclamer,Sports,135.95
760,Nu,Sports,384.8
761,Arracher,Electronics,79.76
762,Animal,Books,125.95
763,Avec,Home,132.67
764,Glisser,Books,10.62
765,Manquer,Books,56.28
766,Muet,Home,51.96
767,Honte,Sports,274.51
768,Français,Books,144.11
769,Droit,Home,454.65
770,Voyager,Sports,242.43
771,Porter,Electronics,118.98
772,Trente,Books,121.67
773,Cours,Books,405.58
774,Beau,Home,106.99
775,Malade,Clothing,211.76
776,Inventer,Home,132.79
777,Tâche,Sports,464.75
778,Révolution,Home,470.72
779,Amuser,Books,66.79
780,Parent,Electronics,88.85
781,Jamais,Books,442.89
782,Roman,Home,419.55
783,Chant,Electronics,461.38
784,Naturel,Electronics,87.52
785,Affaire,Clothing,210.73
786,Parmi,Clothing,430.94
787,Heure,Books,134.8
788,Sous,Electronics,482.61
789,Long,Clothing,146.95
790,Dégager,Electronics,480.94
791,Appeler,Clothing,209.01
792,Prison,Home,225.95
793,Déclarer,Sports,399.85
794,Demi,Home,168.41
795,Projet,Sports,375.37
796,Nom,Electronics,82.57
797,Décider,Home,191.95
798,Rue,Sports,484.43
799,Lutte,Home,195.22
800,Plaindre,Sports,442.79
801,Engager,Sports,290.1
802,Prison,Books,170.35
803,Immense,Sports,153.71
804,Y,Clothing,468.56
805,Seconde,Clothing,417.74
806,Corde,Clothing,184.4
807,Escalier,Sports,202.52
808,Tempête,Clothing,320.87
809,Chute,Home,265.19
810,Presser,Clothing,370.42
811,Droit,Books,164.7
812,Cinq,Home,408.25
813,Suivre,Electronics,273.9
814,Respect,Sports,335.44
815,Au,Electronics,414.75
816,Écarter,Electronics,172.33
817,Grandir,Sports,386.71
818,Protéger,Sports,295.07
819,Propre,Clothing,23.3
820,Rôle,Home,245.94
821,Projet,Sports,12.43
822,Briser,Clothing,250.68
823,Chez,Sports,278.45
824,Rejoindre,Books,314.88
825,Arbre,Home,370.31
826,Départ,Home,99.1
827,Autorité,Electronics,444.33
828,Chanter,Sports,410.92
829,Accorder,Clothing,309.82
830,Chaleur,Clothing,201.52
831,Envie,Clothing,336.47
832,Donner,Home,231.41
833,Décider,Electronics,174.93
834,Inviter,Clothing,64.42
835,Soin,Home,93.34
836,Intention,Home,494.47
837,Réfléchir,Electronics,383.36
838,Maladie,Electronics,191.9
839,Nuage,Sports,146.87
840,Paquet,Sports,285.17
841,Plan,Clothing,471.52
842,Sujet,Clothing,373.28
843,Dieu,Books,144.65
844,Abattre,Home,190.63
845,Endroit,Electronics,200.43
846,Sec,Clothing,439.91
847,Politique,Clothing,415.03
848,Plutôt,Sports,415.23
849,Ventre,Home,148.24
850,Connaissance,Home,303.83
851,Remplacer,Books,405.69
852,Énorme,Sports,179.29
853,Cabinet,Clothing,467.86
854,Voilà,Sports,226.77
855,Employer,Electronics,135.69
856,Accomplir,Clothing,448.3
857,Appartenir,Sports,15.35
858,Île,Home,324.25
859,Retourner,Sports,158.89
860,Paysan,Books,34.63
861,Passer,Clothing,191.56
862,Lire,Books,51.04
863,Respecter,Electronics,210.64
864,Rencontre,Books,251.73
865,Fruit,Clothing,236.53
866,Confier,Books,397.98
867,Fait,Home,498.17
868,Attention,Clothing,404.16
869,Serrer,Clothing,248.9
870,Nombreux,Books,226.34
871,Recevoir,Electronics,222.41
872,Selon,Books,168.83
873,Partir,Sports,375.68
874,Point,Sports,377.65
875,Veiller,Books,472.99
876,Journal,Home,318.38
877,Demi,Electronics,60.74
878,Conduire,Sports,442.03
879,Angoisse,Clothing,346.59
880,Atteindre,Sports,447.01
881,Rencontrer,Sports,111.34
882,Coeur,Electronics,496.43
883,Vaste,Clothing,317.52
884,Énergie,Clothing,258.04
885,Plante,Electronics,498.46
886,Doute,Home,283.4
887,Appartement,Books,30.89
888,Agir,Clothing,350.92
889,Cruel,Books,240.72
890,Rideau,Home,499.24
891,Bientôt,Sports,445.38
892,Raison,Sports,437.57
893,Son,Home,293.27
894,Habitant,Home,348.98
895,Demeurer,Home,253.21
896,Fois,Clothing,168.37
897,Mariage,Books,277.5
898,Entier,Books,457.17
899,Recevoir,Home,72.05
900,Poste,Sports,13.22
901,Bientôt,Home,180.81
902,Étudier,Clothing,316.07
903,Revenir,Sports,34.25
904,Ciel,Electronics,107.38
905,Avoir,Clothing,495.24
906,Poids,Clothing,389.66
907,Caractère,Books,463.63
908,Douceur,Electronics,80.93
909,Sommeil,Books,9.79
910,Ouvrage,Home,476.08
911,Gloire,Sports,38.24
912,Voiture,Electronics,474.1
913,Détruire,Sports,336.25
914,Soir,Electronics,106.41
915,Élever,Books,318.24
916,Point,Books,187.5
917,Ensemble,Home,229.8
918,Puis,Electronics,203.74
919,Choix,Sports,332.15
920,Toujours,Books,289.92
921,Officier,Sports,422.27
922,Danser,Home,140.66
923,Dormir,Clothing,462.82
924,Amour,Books,468.8
925,Président,Sports,374.85
926,Île,Sports,107.48
927,Son,Clothing,476.61
928,Paupière,Books,101.32
929,Porter,Electronics,327.74
930,Public,Clothing,331.47
931,Titre,Electronics,447.95
932,Presque,Home,156.9
933,Autour,Clothing,369.91
934,Vers,Clothing,183.95
935,Achever,Sports,63.39
936,Ne,Home,450.6
937,Croiser,Sports,184.5
938,Vaincre,Electronics,73.83
939,Fixe,Books,73.22
940,Banc,Books,249.62
941,Fier,Sports,441.15
942,Million,Books,32.19
943,Ministre,Clothing,305.03
944,Inutile,Sports,377.28
945,Crise,Sports,412.02
946,Puisque,Books,451.84
947,Or,Books,139.22
948,Croire,Books,316.72
949,Approcher,Electronics,232.55
950,Casser,Clothing,446.68
951,Rejeter,Books,170.97
952,Fonction,Electronics,341.15
953,Charger,Electronics,491.51
954,Combien,Electronics,329.5
955,Abri,Books,219.85
956,Complètement,Home,29.6
957,Vide,Clothing,473.81
958,Grave,Books,173.89
959,Porte,Clothing,209.84
